source_reference_date,source_district_key,source_district_name,target_analysis_region_key,target_analysis_region_name,relationship_type,valid_from,mapping_rationale
2026-06-30,08316,Emmendingen,08316,EMMENDINGEN,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,08317,Ortenaukreis,08317,ORTENAUKREIS,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,08325,Rottweil,08325,ROTTWEIL,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,08326,Schwarzwald-Baar-Kreis,08326,SCHWARZWALD-BAAR-KREIS,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,08327,Tuttlingen,08327,TUTTLINGEN,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,08335,Konstanz,08335,KONSTANZ,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,08336,Lörrach,08336,LOERRACH,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,08337,Waldshut,08337,WALDSHUT,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,08415,Reutlingen,08415,REUTLINGEN,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,08416,Tübingen,08416,TUEBINGEN,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,08417,Zollernalbkreis,08417,ZOLLERNALBKREIS,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,08421,"Ulm, Stadtkreis",08421,"ULM,STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,08425,Alb-Donau-Kreis,08425,ALB-DONAU-KREIS,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,08426,Biberach,08426,BIBERACH,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,08435,Bodenseekreis,08435,BODENSEEKREIS,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,08436,Ravensburg,08436,RAVENSBURG,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,08437,Sigmaringen,08437,SIGMARINGEN,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09161,Ingolstadt,09161,"INGOLSTADT,STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09162,"München, Landeshauptstadt",09162,"MUENCHEN,STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09163,Rosenheim,09163,"ROSENHEIM,STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09171,Altötting,09171,ALTOETTING,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09172,Berchtesgadener Land,09172,BERCHTESGADENER LAND,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09173,Bad Tölz-Wolfratshausen,09173,BAD TOELZ-WOLFRATSHAUSEN,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09174,Dachau,09174,DACHAU,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09175,Ebersberg,09175,EBERSBERG,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09176,Eichstätt,09176,EICHSTAETT,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09177,Erding,09177,ERDING,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09178,Freising,09178,FREISING,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09179,Fürstenfeldbruck,09179,FUERSTENFELDBRUCK,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09180,Garmisch-Partenkirchen,09180,GARMISCH-PARTENKIRCHEN,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09181,Landsberg am Lech,09181,LANDSBERG AM LECH,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09182,Miesbach,09182,MIESBACH,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09183,Mühldorf a.Inn,09183,MUEHLDORF A.INN,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09184,München,09184,MUENCHEN,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09185,Neuburg-Schrobenhausen,09185,NEUBURG-SCHROBENHAUSEN,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09186,Pfaffenhofen a.d.Ilm,09186,PFAFFENHOFEN A.D.ILM,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09187,Rosenheim,09187,ROSENHEIM,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09188,Starnberg,09188,STARNBERG,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09189,Traunstein,09189,TRAUNSTEIN,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09190,Weilheim-Schongau,09190,WEILHEIM-SCHONGAU,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09261,Landshut,09261,"LANDSHUT,STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09262,Passau,09262,"PASSAU,STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09263,Straubing,09263,"STRAUBING,STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09271,Deggendorf,09271,DEGGENDORF,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09272,Freyung-Grafenau,09272,FREYUNG-GRAFENAU,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09273,Kelheim,09273,KELHEIM,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09274,Landshut,09274,LANDSHUT,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09275,Passau,09275,PASSAU,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09276,Regen,09276,REGEN,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09277,Rottal-Inn,09277,ROTTAL-INN,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09278,Straubing-Bogen,09278,STRAUBING-BOGEN,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09279,Dingolfing-Landau,09279,DINGOLFING-LANDAU,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09361,Amberg,09361,"AMBERG,STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09362,Regensburg,09362,"REGENSBURG,STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09363,Weiden i.d.OPf.,09363,"WEIDEN I.D.OPF.,STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09371,Amberg-Sulzbach,09371,AMBERG-SULZBACH,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09372,Cham,09372,CHAM,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09373,Neumarkt i.d.OPf.,09373,NEUMARKT I.D.OPF.,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09374,Neustadt a.d.Waldnaab,09374,NEUSTADT A.D.WALDNAAB,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09375,Regensburg,09375,REGENSBURG,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09376,Schwandorf,09376,SCHWANDORF,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09377,Tirschenreuth,09377,TIRSCHENREUTH,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09461,Bamberg,09461,"BAMBERG,STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09462,Bayreuth,09462,"BAYREUTH,STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09463,Coburg,09463,"COBURG,STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09464,Hof,09464,"HOF,STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09471,Bamberg,09471,BAMBERG,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09472,Bayreuth,09472,BAYREUTH,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09473,Coburg,09473,COBURG,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09474,Forchheim,09474,FORCHHEIM,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09475,Hof,09475,HOF,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09476,Kronach,09476,KRONACH,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09477,Kulmbach,09477,KULMBACH,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09478,Lichtenfels,09478,LICHTENFELS,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09479,Wunsiedel i.Fichtelgebirge,09479,WUNSIEDEL I.FICHTELGEB.,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09561,Ansbach,09561,"ANSBACH,STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09562,Erlangen,09562,"ERLANGEN,STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09563,Fürth,09563,"FUERTH,STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09564,Nürnberg,09564,"NUERNBERG,STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09565,Schwabach,09565,"SCHWABACH,STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09571,Ansbach,09571,ANSBACH,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09572,Erlangen-Höchstadt,09572,ERLANGEN-HOECHSTADT,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09573,Fürth,09573,FUERTH,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09574,Nürnberger Land,09574,NUERNBERGER LAND,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09575,Neustadt a.d.Aisch-Bad Windsheim,09575,NEUSTADT/AISCH-WINDSHEIM,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09576,Roth,09576,ROTH,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09577,Weißenburg-Gunzenhausen,09577,WEISSENBURG-GUNZENHAUSEN,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09661,Aschaffenburg,09661,"ASCHAFFENBURG,STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09662,Schweinfurt,09662,"SCHWEINFURT,STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09663,Würzburg,09663,"WUERZBURG,STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09671,Aschaffenburg,09671,ASCHAFFENBURG,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09672,Bad Kissingen,09672,BAD KISSINGEN,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09673,Rhön-Grabfeld,09673,RHOEN-GRABFELD,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09674,Haßberge,09674,HASSBERGE,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09675,Kitzingen,09675,KITZINGEN,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09676,Miltenberg,09676,MILTENBERG,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09677,Main-Spessart,09677,MAIN-SPESSART,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09678,Schweinfurt,09678,SCHWEINFURT,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09679,Würzburg,09679,WUERZBURG,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09761,Augsburg,09761,"AUGSBURG,STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09762,Kaufbeuren,09762,"KAUFBEUREN,STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09763,Kempten (Allgäu),09763,"KEMPTEN(ALLGAEU),STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09764,Memmingen,09764,"MEMMINGEN,STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09771,Aichach-Friedberg,09771,AICHACH-FRIEDBERG,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09772,Augsburg,09772,AUGSBURG,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09773,Dillingen a.d.Donau,09773,DILLINGEN A.D.DONAU,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09774,Günzburg,09774,GUENZBURG,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09775,Neu-Ulm,09775,NEU-ULM,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09776,Lindau (Bodensee),09776,LINDAU (BODENSEE),one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09777,Ostallgäu,09777,OSTALLGAEU,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09778,Unterallgäu,09778,UNTERALLGAEU,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09779,Donau-Ries,09779,DONAU-RIES,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,09780,Oberallgäu,09780,OBERALLGAEU,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,10041,Regionalverband Saarbrücken,10041,"SAARBRUECKEN,STADTVERB.",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,10042,Merzig-Wadern,10042,MERZIG-WADERN,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,10043,Neunkirchen,10043,NEUNKIRCHEN,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,10044,Saarlouis,10044,SAARLOUIS,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,10045,Saarpfalz-Kreis,10045,SAAR-PFALZ-KREIS,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,10046,St. Wendel,10046,SANKT WENDEL,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,11000,"Berlin, Stadt",11000,BERLIN,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,12051,"Brandenburg an der Havel, Stadt",12051,"BRANDENBURG/HAVEL,STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,12052,"Cottbus, Stadt",12052,"COTTBUS, STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,12053,"Frankfurt (Oder), Stadt",12053,"FRANKFURT/ODER,STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,12054,"Potsdam, Stadt",12054,"POTSDAM,STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,12060,Barnim,12060,BARNIM,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,12061,Dahme-Spreewald,12061,DAHME-SPREEWALD,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,12062,Elbe-Elster,12062,ELBE-ELSTER,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,12063,Havelland,12063,HAVELLAND,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,12064,Märkisch-Oderland,12064,MAERKISCH-ODERLAND,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,12065,Oberhavel,12065,OBERHAVEL,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,12066,Oberspreewald-Lausitz,12066,OBERSPREEWALD-LAUSITZ,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,12067,Oder-Spree,12067,ODER-SPREE,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,12068,Ostprignitz-Ruppin,12068,OSTPRIGNITZ-RUPPIN,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,12069,Potsdam-Mittelmark,12069,POTSDAM-MITTELMARK,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,12070,Prignitz,12070,PRIGNITZ,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,12071,Spree-Neiße,12071,SPREE-NEISSE,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,12072,Teltow-Fläming,12072,TELTOW-FLAEMING,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,12073,Uckermark,12073,UCKERMARK,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,13003,Rostock,13003,"ROSTOCK, STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,13004,Schwerin,13004,"SCHWERIN, STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,13071,Mecklenburgische Seenplatte,13071,MECKLENBURGISCHE SEENPLA,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,13072,Landkreis Rostock,13072,ROSTOCK,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,13073,Vorpommern-Rügen,13073,VORPOMMERN-RUEGEN,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,13074,Nordwestmecklenburg,13074,NORDWESTMECKLENBURG,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,13075,Vorpommern-Greifswald,13075,VORPOMMERN-GREIFSWALD,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,13076,Ludwigslust-Parchim,13076,LUDWIGSLUST-PARCHIM,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,14511,"Chemnitz, Stadt",14511,"CHEMNITZ, STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,14521,Erzgebirgskreis,14521,ERZGEBIRGSKREIS,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,14522,Mittelsachsen,14522,MITTELSACHSEN,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,14523,Vogtlandkreis,14523,VOGTLANDKREIS,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,14524,Zwickau,14524,ZWICKAU,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,14612,"Dresden, Stadt",14612,"DRESDEN, STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,14625,Bautzen,14625,BAUTZEN,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,14626,Görlitz,14626,GOERLITZ,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,14627,Meißen,14627,MEISSEN,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,14628,Sächsische Schweiz-Osterzgebirge,14628,SAECHS.SCHWEIZ-OSTERZGEB,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,14713,"Leipzig, Stadt",14713,"LEIPZIG, STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,14729,Leipzig,14729,LEIPZIG,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,14730,Nordsachsen,14730,NORDSACHSEN,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,15001,"Dessau-Roßlau, Stadt",15001,"DESSAU-ROSSLAU,STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,15002,"Halle (Saale), Stadt",15002,"HALLE (SAALE),STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,15003,"Magdeburg, Landeshauptstadt",15003,"MAGDEBURG, STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,15081,Altmarkkreis Salzwedel,15081,ALTMARKKREIS SALZWEDEL,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,15082,Anhalt-Bitterfeld,15082,ANHALT-BITTERFELD,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,15083,Börde,15083,BOERDE,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,15084,Burgenlandkreis,15084,BURGENLANDKREIS,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,15085,Harz,15085,HARZ,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,15086,Jerichower Land,15086,JERICHOWER LAND,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,15087,Mansfeld-Südharz,15087,MANSFELD-SUEDHARZ,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,15088,Saalekreis,15088,SAALEKREIS,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,15089,Salzlandkreis,15089,SALZLANDKREIS,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,15090,Stendal,15090,STENDAL,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,15091,Wittenberg,15091,WITTENBERG,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,16051,"Erfurt, Stadt",16051,"ERFURT, STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,16052,"Gera, Stadt",16052,"GERA, STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,16053,"Jena, Stadt",16053,"JENA, STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,16054,"Suhl, Stadt",16054,"SUHL, STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,16055,"Weimar, Stadt",16055,"WEIMAR, STADT",one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,16061,Eichsfeld,16061,EICHSFELD,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,16062,Nordhausen,16062,NORDHAUSEN,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,16063,Wartburgkreis,16063,WARTBURGKREIS,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,16064,Unstrut-Hainich-Kreis,16064,UNSTRUT-HAINICH-KREIS,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,16065,Kyffhäuserkreis,16065,KYFFHAEUSERKREIS,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,16066,Schmalkalden-Meiningen,16066,SCHMALKALDEN-MEININGEN,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,16067,Gotha,16067,GOTHA,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,16068,Sömmerda,16068,SOEMMERDA,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,16069,Hildburghausen,16069,HILDBURGHAUSEN,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,16070,Ilm-Kreis,16070,ILM-KREIS,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,16071,Weimarer Land,16071,WEIMARER-LAND,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,16072,Sonneberg,16072,SONNEBERG,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,16073,Saalfeld-Rudolstadt,16073,SAALFELD-RUDOLSTADT,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,16074,Saale-Holzland-Kreis,16074,SAALE-HOLZLANDKREIS,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,16075,Saale-Orla-Kreis,16075,SAALE-ORLA-KREIS,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,16076,Greiz,16076,GREIZ,one-to-one,,Current administrative district corresponds to one KBA analysis region.
2026-06-30,16077,Altenburger Land,16077,ALTENBURGER LAND,one-to-one,,Current administrative district corresponds to one KBA analysis region.
